,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome
2566,34,student,married,unknown,no,1387,no,no,cellular,30,apr,121,1,-1,0,unknown
1091,50,blue-collar,married,primary,no,0,no,no,cellular,11,aug,72,5,-1,0,unknown
260,54,housemaid,married,secondary,no,209,yes,yes,cellular,25,jul,97,1,-1,0,unknown
3351,49,admin.,married,secondary,no,0,yes,yes,cellular,29,jul,71,7,-1,0,unknown
3413,33,self-employed,single,tertiary,no,61,no,no,cellular,19,aug,836,3,-1,0,unknown
1027,41,housemaid,single,secondary,no,231,no,no,cellular,9,jul,76,2,-1,0,unknown
2510,53,retired,divorced,secondary,yes,-200,no,yes,unknown,6,jun,161,1,-1,0,unknown
3643,45,admin.,divorced,unknown,no,998,yes,no,telephone,30,jul,38,2,-1,0,unknown
1178,27,blue-collar,divorced,secondary,no,1,yes,no,cellular,14,jul,116,3,-1,0,unknown
773,33,unemployed,married,secondary,no,2,yes,no,cellular,16,jul,132,1,-1,0,unknown
1375,39,technician,married,secondary,no,9121,no,no,unknown,5,jun,147,1,-1,0,unknown
2814,43,technician,married,tertiary,no,192,no,no,cellular,5,aug,203,2,-1,0,unknown
1133,26,services,single,secondary,no,127,yes,yes,cellular,23,jul,85,3,-1,0,unknown
3981,43,blue-collar,single,secondary,no,24,no,no,cellular,12,may,68,1,363,1,failure
4337,73,retired,married,unknown,no,519,no,no,telephone,16,oct,434,1,57,1,failure
1456,36,admin.,married,secondary,no,-423,yes,yes,unknown,13,may,106,1,-1,0,unknown
1772,35,management,married,tertiary,no,1253,yes,no,unknown,19,may,210,2,-1,0,unknown
34,49,technician,married,tertiary,no,1235,no,no,cellular,13,aug,354,3,-1,0,unknown
1044,44,unemployed,married,tertiary,no,178,no,no,cellular,8,aug,126,2,-1,0,unknown
2158,43,management,married,tertiary,no,422,no,no,cellular,12,aug,110,1,-1,0,unknown
3030,53,blue-collar,married,secondary,no,65,no,no,cellular,28,aug,25,18,-1,0,unknown
2127,32,technician,divorced,tertiary,no,267,no,no,cellular,26,may,128,1,-1,0,unknown
2073,33,blue-collar,single,secondary,no,697,no,no,cellular,6,feb,860,2,-1,0,unknown
780,33,blue-collar,married,secondary,no,1134,yes,no,unknown,23,may,304,2,-1,0,unknown
2090,48,blue-collar,married,secondary,no,0,yes,no,unknown,26,may,105,1,-1,0,unknown
1696,36,management,single,tertiary,no,260,yes,no,cellular,7,may,49,1,-1,0,unknown
2391,54,management,divorced,tertiary,no,0,no,yes,cellular,10,jul,88,1,-1,0,unknown
765,37,management,divorced,secondary,no,414,no,no,cellular,29,jan,293,2,162,4,failure
3493,36,management,single,tertiary,no,-679,yes,yes,cellular,7,may,172,1,93,1,failure
2747,27,technician,married,secondary,no,7,yes,no,unknown,15,may,98,2,-1,0,unknown
506,52,self-employed,single,primary,no,217,no,yes,cellular,15,jul,193,6,-1,0,unknown
3389,46,management,divorced,secondary,no,361,yes,no,unknown,19,may,86,7,-1,0,unknown
2721,31,blue-collar,single,primary,no,-280,no,no,unknown,21,may,281,3,-1,0,unknown
2241,41,blue-collar,married,primary,no,389,yes,no,unknown,16,jun,87,6,-1,0,unknown
4438,52,admin.,divorced,secondary,no,98,no,yes,unknown,19,jun,148,1,-1,0,unknown
2909,39,admin.,married,secondary,no,406,no,no,cellular,30,jul,253,5,-1,0,unknown
1574,42,management,divorced,unknown,no,7702,no,no,cellular,16,feb,138,2,-1,0,unknown
3882,38,management,married,tertiary,no,1198,yes,no,cellular,2,feb,63,1,-1,0,unknown
757,50,admin.,married,secondary,no,231,yes,no,cellular,21,nov,397,2,-1,0,unknown
1420,29,technician,single,tertiary,no,452,yes,no,cellular,11,may,59,1,-1,0,unknown
4415,52,blue-collar,married,primary,no,-133,no,no,unknown,5,jun,96,2,-1,0,unknown
13,20,student,single,secondary,no,502,no,no,cellular,30,apr,261,1,-1,0,unknown
2419,41,blue-collar,single,secondary,yes,-386,no,yes,cellular,20,nov,477,1,-1,0,unknown
586,32,self-employed,single,secondary,no,518,yes,no,cellular,18,may,34,7,-1,0,unknown
1992,43,admin.,married,secondary,no,0,yes,no,cellular,17,jul,674,3,-1,0,unknown
3200,24,student,single,unknown,no,3298,yes,no,unknown,28,may,227,1,-1,0,unknown
4402,41,entrepreneur,married,primary,no,39,yes,no,cellular,21,nov,549,2,-1,0,unknown
1164,40,self-employed,single,tertiary,no,2893,no,no,cellular,2,jun,76,3,-1,0,unknown
2290,38,entrepreneur,married,tertiary,no,228,yes,no,cellular,5,feb,105,1,-1,0,unknown
4099,33,management,single,tertiary,no,71,no,no,cellular,22,aug,107,6,-1,0,unknown
2071,37,services,married,secondary,no,4760,yes,no,cellular,20,nov,187,2,-1,0,unknown
4070,31,services,single,secondary,no,481,yes,no,cellular,20,nov,106,2,183,2,failure
2664,48,admin.,divorced,unknown,no,-70,no,no,cellular,14,may,243,1,-1,0,unknown
116,30,services,married,secondary,no,1808,yes,no,cellular,18,may,83,2,-1,0,unknown
2678,74,retired,married,secondary,no,935,no,no,cellular,26,jan,100,1,104,1,other
1327,33,blue-collar,divorced,primary,no,142,yes,no,telephone,11,may,41,2,300,5,failure
2077,30,management,single,tertiary,no,201,yes,no,cellular,17,mar,325,2,-1,0,unknown
1635,33,blue-collar,married,secondary,no,687,yes,no,cellular,14,may,72,2,370,1,failure
584,52,technician,married,secondary,no,192,yes,no,cellular,23,jul,61,2,-1,0,unknown
4124,50,self-employed,divorced,tertiary,no,13,yes,no,cellular,20,apr,76,1,-1,0,unknown
2866,36,admin.,married,secondary,no,0,yes,yes,cellular,9,feb,101,2,-1,0,unknown
3084,45,blue-collar,married,secondary,no,4646,yes,no,unknown,13,may,118,1,-1,0,unknown
4279,31,housemaid,married,unknown,yes,-6,no,yes,telephone,7,jul,94,2,-1,0,unknown
3961,34,admin.,single,tertiary,no,18,yes,yes,cellular,30,apr,359,1,-1,0,unknown
261,32,technician,single,secondary,no,0,no,no,cellular,26,aug,181,2,-1,0,unknown
1134,34,blue-collar,married,primary,no,176,no,no,cellular,24,jul,78,1,-1,0,unknown
3466,41,admin.,divorced,secondary,no,1088,yes,no,cellular,28,jan,138,1,-1,0,unknown
4088,42,blue-collar,married,primary,no,260,yes,no,telephone,31,jul,175,2,-1,0,unknown
1263,49,technician,married,secondary,no,4667,yes,no,unknown,19,may,130,2,-1,0,unknown
2047,43,unknown,married,tertiary,no,1937,no,no,unknown,19,jun,385,1,-1,0,unknown
2893,26,admin.,divorced,secondary,yes,-3,yes,no,unknown,13,may,181,5,-1,0,unknown
2247,35,technician,married,secondary,no,94,yes,yes,unknown,14,may,208,5,-1,0,unknown
2022,33,management,single,tertiary,no,3170,no,no,cellular,28,oct,246,2,-1,0,unknown
2817,30,blue-collar,single,secondary,no,648,yes,yes,unknown,8,may,287,1,-1,0,unknown
1928,22,student,single,primary,no,3472,no,no,cellular,20,oct,332,1,183,3,failure
2782,41,technician,married,secondary,no,64,yes,yes,unknown,8,may,210,2,-1,0,unknown
1701,29,unemployed,single,secondary,no,486,no,no,telephone,30,apr,95,1,-1,0,unknown
2470,38,technician,married,tertiary,no,1042,yes,no,cellular,4,feb,419,2,-1,0,unknown
2168,40,services,married,secondary,no,1836,yes,no,cellular,12,may,750,2,-1,0,unknown
2795,36,technician,divorced,tertiary,no,1174,yes,no,cellular,18,nov,192,2,-1,0,unknown
309,38,admin.,married,tertiary,no,605,no,no,cellular,18,nov,147,2,-1,0,unknown
2930,58,blue-collar,married,primary,no,73,no,no,unknown,17,jun,116,1,-1,0,unknown
4497,31,entrepreneur,single,tertiary,no,38,no,no,cellular,20,nov,185,2,-1,0,unknown
4446,22,student,single,secondary,no,246,yes,no,telephone,12,may,25,1,-1,0,unknown
597,37,housemaid,married,primary,no,189,no,no,cellular,8,aug,148,4,-1,0,unknown
2487,31,unknown,divorced,tertiary,no,137,no,no,cellular,22,aug,385,9,-1,0,unknown
1286,32,management,single,tertiary,no,1218,yes,no,telephone,28,jan,70,2,-1,0,unknown
2313,51,housemaid,divorced,tertiary,no,370,yes,no,cellular,19,aug,109,3,-1,0,unknown
4388,83,retired,divorced,primary,no,1097,no,no,telephone,5,mar,181,1,-1,0,unknown
1246,47,management,married,tertiary,no,109,yes,no,cellular,22,jul,268,1,-1,0,unknown
44,32,technician,single,tertiary,no,2204,yes,no,cellular,21,nov,11,4,-1,0,unknown
2693,40,admin.,married,secondary,no,0,yes,yes,cellular,17,nov,57,1,-1,0,unknown
3933,39,services,single,secondary,no,471,no,no,unknown,15,oct,5,1,-1,0,unknown
3433,58,management,married,secondary,no,139,no,no,cellular,27,may,188,1,161,2,other
397,37,technician,single,tertiary,no,6101,no,no,cellular,4,may,60,5,87,1,success
4338,50,management,married,tertiary,no,19447,yes,yes,cellular,21,nov,166,1,-1,0,unknown
1837,39,technician,divorced,tertiary,yes,3,no,no,cellular,6,may,488,1,-1,0,unknown
399,39,blue-collar,married,primary,no,7685,yes,no,cellular,14,apr,493,3,-1,0,unknown
2669,58,housemaid,married,primary,no,0,yes,no,telephone,9,jul,148,1,-1,0,unknown
1816,52,services,married,secondary,no,381,no,yes,cellular,25,aug,288,12,-1,0,unknown
115,25,technician,single,secondary,no,505,no,yes,cellular,17,nov,386,2,-1,0,unknown
3075,47,blue-collar,married,secondary,no,3285,no,no,cellular,31,jul,248,5,-1,0,unknown
861,48,management,married,tertiary,no,866,no,no,cellular,29,jan,146,2,-1,0,unknown
1367,40,technician,married,secondary,no,169,yes,no,cellular,18,aug,43,4,-1,0,unknown
3688,38,unemployed,married,secondary,no,-673,yes,no,unknown,26,may,364,1,-1,0,unknown
2757,59,retired,married,unknown,no,0,no,no,unknown,8,may,425,6,-1,0,unknown
300,70,retired,divorced,primary,no,4531,no,no,cellular,18,may,445,1,-1,0,unknown
4036,40,technician,married,secondary,no,4441,yes,no,cellular,20,nov,153,2,183,2,failure
693,53,entrepreneur,married,unknown,no,28,no,no,cellular,31,jul,117,2,-1,0,unknown
3655,44,management,married,tertiary,no,1242,yes,no,cellular,6,aug,384,6,-1,0,unknown
3752,47,services,married,secondary,no,0,yes,no,telephone,9,jul,250,1,-1,0,unknown
1764,29,admin.,single,secondary,no,1992,no,no,cellular,8,jul,202,1,87,2,failure
2404,52,entrepreneur,married,primary,no,592,no,no,cellular,21,jul,122,2,-1,0,unknown
2665,27,student,single,tertiary,no,3733,yes,no,cellular,22,may,198,1,98,6,success
3813,35,self-employed,single,secondary,no,1732,no,no,telephone,21,nov,1441,3,-1,0,unknown
3577,32,management,married,tertiary,no,0,no,no,cellular,26,aug,104,9,-1,0,unknown
1931,45,blue-collar,married,secondary,no,4365,no,yes,cellular,9,feb,45,2,-1,0,unknown
4168,31,admin.,married,secondary,no,3,yes,no,cellular,28,jul,37,12,-1,0,unknown
3689,29,technician,married,tertiary,no,858,yes,no,cellular,12,jun,234,7,330,1,failure
1844,54,management,married,tertiary,no,8295,no,no,cellular,5,jun,207,1,-1,0,unknown
4300,59,retired,married,primary,no,0,no,no,cellular,5,jun,493,2,-1,0,unknown
4204,49,blue-collar,married,primary,no,902,no,no,unknown,9,jun,210,2,-1,0,unknown
3522,54,technician,married,secondary,no,89,yes,no,cellular,10,jul,140,3,-1,0,unknown
39,23,services,single,tertiary,no,363,yes,no,unknown,30,may,16,18,-1,0,unknown
1436,34,entrepreneur,married,tertiary,no,-28,yes,no,cellular,16,jul,574,1,-1,0,unknown
1656,32,management,married,tertiary,no,71,yes,no,cellular,21,jul,221,8,-1,0,unknown
4052,52,unemployed,married,primary,no,20,yes,no,telephone,28,jan,172,1,-1,0,unknown
3456,35,self-employed,married,secondary,no,670,no,no,cellular,9,jul,378,1,-1,0,unknown
590,45,self-employed,married,tertiary,no,334,no,no,unknown,5,jun,87,2,-1,0,unknown
3260,45,admin.,married,primary,no,542,no,no,cellular,11,may,8,5,350,3,other
453,32,blue-collar,married,secondary,no,34,yes,no,cellular,5,may,321,2,-1,0,unknown
1571,36,blue-collar,married,primary,no,49,yes,no,cellular,15,may,232,2,365,5,other
1823,35,technician,divorced,secondary,no,473,yes,yes,unknown,26,may,434,4,-1,0,unknown
2039,43,management,married,tertiary,no,13044,no,no,cellular,18,aug,36,4,-1,0,unknown
3501,30,management,married,tertiary,no,151,no,no,cellular,19,aug,82,4,-1,0,unknown
4468,42,housemaid,married,primary,no,1,yes,no,telephone,28,jul,59,5,-1,0,unknown
1700,54,management,married,tertiary,no,2960,yes,no,cellular,20,nov,83,1,-1,0,unknown
4441,38,management,married,tertiary,no,12877,no,no,unknown,17,jun,118,3,-1,0,unknown
3136,39,blue-collar,married,primary,no,20,yes,no,unknown,7,may,109,1,-1,0,unknown
2679,30,services,married,secondary,no,699,yes,no,unknown,29,may,544,1,-1,0,unknown
532,34,admin.,single,secondary,no,663,yes,no,cellular,20,apr,111,1,-1,0,unknown
1631,39,blue-collar,married,secondary,no,8,no,no,cellular,30,jul,88,3,-1,0,unknown
1839,32,blue-collar,married,primary,no,103,no,no,cellular,23,jul,312,1,-1,0,unknown
4224,69,retired,married,unknown,no,426,no,no,telephone,9,mar,225,1,90,1,success
1629,42,blue-collar,married,secondary,no,130,yes,no,unknown,29,may,285,1,-1,0,unknown
513,48,management,divorced,tertiary,no,108,yes,no,unknown,27,may,89,2,-1,0,unknown
4345,34,technician,single,secondary,no,174,no,no,telephone,11,may,259,4,-1,0,unknown
3729,42,entrepreneur,married,primary,no,149,no,no,cellular,20,aug,94,2,-1,0,unknown
3144,31,management,married,tertiary,no,459,no,no,cellular,28,aug,13,14,-1,0,unknown
978,34,entrepreneur,divorced,tertiary,no,262,no,no,cellular,20,nov,371,1,-1,0,unknown
837,39,services,single,secondary,no,7066,yes,no,cellular,15,may,667,3,357,3,other
3890,31,services,divorced,primary,no,459,yes,no,cellular,7,may,623,1,293,1,success
3567,31,blue-collar,married,unknown,no,-120,yes,no,cellular,17,jul,231,2,-1,0,unknown
3734,27,services,married,secondary,no,0,yes,no,cellular,22,jul,1608,13,-1,0,unknown
3956,44,self-employed,single,tertiary,no,2734,yes,no,cellular,12,may,897,4,-1,0,unknown
2506,27,admin.,married,secondary,yes,-517,yes,no,cellular,14,jul,172,3,-1,0,unknown
1142,60,management,divorced,tertiary,no,366,no,no,cellular,3,jun,593,1,-1,0,unknown
615,31,blue-collar,married,secondary,no,-45,yes,no,unknown,2,jun,184,1,-1,0,unknown
2927,30,blue-collar,married,secondary,no,125,yes,no,unknown,29,may,238,2,-1,0,unknown
576,44,services,married,secondary,no,0,yes,yes,cellular,11,may,161,1,-1,0,unknown
964,53,management,divorced,primary,no,255,no,no,cellular,19,nov,126,1,-1,0,unknown
4178,48,blue-collar,married,secondary,no,865,yes,no,cellular,13,may,78,2,-1,0,unknown
4034,30,technician,single,secondary,no,57,no,no,cellular,2,feb,465,2,-1,0,unknown
1015,43,retired,married,secondary,no,520,yes,no,unknown,20,may,15,13,-1,0,unknown
3432,26,blue-collar,married,secondary,no,2770,yes,no,unknown,8,may,141,1,-1,0,unknown
2013,31,blue-collar,single,secondary,no,609,yes,no,cellular,14,apr,1126,1,335,1,failure
241,50,self-employed,married,tertiary,no,4012,no,no,cellular,19,nov,690,3,-1,0,unknown
1243,69,retired,married,primary,no,579,no,no,cellular,14,aug,230,1,-1,0,unknown
3872,29,services,single,secondary,no,209,yes,no,cellular,28,jul,487,7,-1,0,unknown
2948,36,management,single,secondary,no,1511,yes,no,cellular,16,nov,270,1,-1,0,unknown
417,45,blue-collar,single,primary,no,999,no,no,cellular,29,jan,182,2,-1,0,unknown
2845,44,management,married,tertiary,no,1058,no,no,cellular,11,mar,188,3,-1,0,unknown
3199,56,housemaid,married,tertiary,no,1922,yes,no,cellular,24,jul,247,2,-1,0,unknown
3707,49,technician,single,secondary,no,-97,yes,no,unknown,6,jun,92,2,-1,0,unknown
4232,38,technician,single,secondary,no,-242,yes,no,cellular,18,may,1173,3,278,6,success
4252,49,entrepreneur,married,primary,no,563,no,no,unknown,19,jun,84,1,-1,0,unknown
886,60,technician,married,primary,no,65,yes,no,unknown,9,may,1028,2,-1,0,unknown
1633,59,blue-collar,married,primary,no,699,no,no,cellular,28,jan,98,1,154,6,failure
1127,32,management,single,unknown,no,787,no,no,cellular,28,jan,92,1,-1,0,unknown
1836,31,blue-collar,single,primary,no,2488,yes,no,cellular,20,apr,14,1,-1,0,unknown
1309,31,management,married,secondary,no,625,yes,no,cellular,7,apr,424,1,138,1,failure
4144,29,blue-collar,married,secondary,no,358,no,no,cellular,21,jul,88,5,-1,0,unknown
472,38,entrepreneur,married,secondary,yes,15,yes,no,cellular,10,jul,121,1,-1,0,unknown
3404,25,self-employed,single,tertiary,no,453,yes,no,cellular,17,jul,134,1,-1,0,unknown
808,32,technician,single,secondary,no,271,yes,no,cellular,13,may,80,2,268,2,other
1760,35,technician,married,secondary,no,0,yes,no,cellular,9,nov,524,1,96,5,success
195,57,retired,divorced,secondary,no,39,yes,no,cellular,30,jul,354,3,-1,0,unknown
1881,36,management,married,tertiary,no,27359,yes,no,unknown,3,jun,71,2,-1,0,unknown
4199,35,blue-collar,married,secondary,no,603,yes,no,cellular,17,apr,474,2,-1,0,unknown
1898,58,management,married,tertiary,no,3228,no,no,cellular,19,aug,58,2,-1,0,unknown
4454,37,management,single,tertiary,no,102,yes,no,cellular,21,aug,101,2,-1,0,unknown
3999,44,services,married,secondary,no,27,no,no,cellular,25,may,485,1,-1,0,unknown
4378,59,housemaid,divorced,primary,no,195,no,no,unknown,5,may,366,2,-1,0,unknown
3732,34,blue-collar,single,secondary,no,79,no,yes,cellular,20,nov,104,1,-1,0,unknown
3092,46,management,married,tertiary,no,523,yes,no,cellular,6,may,105,4,366,2,failure
495,48,management,divorced,tertiary,no,1328,yes,no,unknown,6,may,339,1,-1,0,unknown
829,35,management,single,tertiary,no,714,yes,no,cellular,26,aug,135,22,-1,0,unknown
424,36,services,single,secondary,no,342,yes,no,unknown,7,may,142,1,-1,0,unknown
1019,53,retired,married,secondary,no,665,yes,no,cellular,22,apr,371,2,-1,0,unknown
4207,57,technician,married,secondary,no,589,yes,no,cellular,2,feb,223,1,76,4,failure
660,36,technician,divorced,secondary,no,666,yes,yes,cellular,3,apr,190,1,133,1,other
678,49,services,single,secondary,no,133,no,no,unknown,11,jun,319,6,-1,0,unknown
3025,38,management,single,tertiary,no,16957,yes,no,telephone,29,jan,208,1,247,2,failure
836,55,housemaid,married,primary,no,16,no,no,unknown,20,jun,64,1,-1,0,unknown
294,47,management,married,tertiary,no,3681,no,no,cellular,14,aug,101,2,-1,0,unknown
3632,35,student,single,unknown,no,0,no,no,telephone,28,jan,122,3,-1,0,unknown
315,30,blue-collar,married,primary,no,1317,yes,no,unknown,21,may,395,2,-1,0,unknown
3094,56,retired,married,secondary,no,3948,no,no,cellular,3,apr,484,1,135,3,failure
144,42,admin.,married,secondary,no,323,yes,yes,unknown,8,may,280,2,-1,0,unknown
663,53,entrepreneur,married,primary,no,1034,yes,no,cellular,19,nov,854,2,170,3,other
2985,34,technician,single,secondary,no,16,no,no,cellular,13,aug,990,1,-1,0,unknown
1804,34,management,married,secondary,no,857,yes,no,cellular,22,aug,238,6,-1,0,unknown
4263,25,student,married,tertiary,no,10,yes,no,cellular,21,jul,857,4,-1,0,unknown
2973,46,admin.,married,secondary,no,556,yes,yes,unknown,15,may,646,3,-1,0,unknown
419,46,technician,married,secondary,no,1322,yes,yes,cellular,19,nov,514,1,-1,0,unknown
1450,49,self-employed,married,secondary,no,1103,no,no,cellular,12,aug,428,2,-1,0,unknown
2326,32,services,married,secondary,no,55,yes,no,unknown,15,may,546,9,-1,0,unknown
4405,51,technician,married,secondary,no,463,yes,no,unknown,13,may,213,5,-1,0,unknown
2851,32,technician,single,tertiary,no,1625,no,no,cellular,22,may,796,1,109,1,failure
1170,58,management,married,tertiary,no,2729,no,no,unknown,18,jun,188,1,-1,0,unknown
4112,46,admin.,married,primary,no,96,no,no,telephone,4,feb,151,2,-1,0,unknown
3146,32,housemaid,married,tertiary,no,357,yes,no,cellular,18,nov,175,2,-1,0,unknown
2133,52,technician,married,tertiary,no,214,no,no,cellular,29,aug,161,3,-1,0,unknown
986,56,management,divorced,tertiary,no,1016,yes,no,unknown,9,jun,184,5,-1,0,unknown
2682,29,services,married,secondary,no,11417,yes,no,unknown,28,may,272,2,-1,0,unknown
632,52,blue-collar,married,secondary,no,289,yes,no,unknown,21,may,45,13,-1,0,unknown
4410,36,unemployed,married,secondary,no,-35,no,no,cellular,30,jan,339,3,-1,0,unknown
2540,31,management,married,tertiary,no,4148,yes,no,cellular,21,nov,316,3,99,9,other
1085,33,blue-collar,married,secondary,no,661,yes,no,cellular,18,jul,968,1,-1,0,unknown
1392,52,blue-collar,married,secondary,no,-98,yes,no,unknown,7,may,423,1,-1,0,unknown
654,58,retired,married,secondary,no,225,no,no,cellular,7,aug,122,6,-1,0,unknown
634,58,self-employed,divorced,tertiary,no,1382,no,no,unknown,9,jun,700,1,-1,0,unknown
